gen1,gen1m,gen2,gen2m,gen3,gen3m,gen4,gen4m,gen5,gen5m,gen6,gen6m,gen7,gen7m,gen8,gen8m,gen9,gen9m,gen10,gen10m
"[3801, 869, 315, 171, 103, 75, 61, 58, 47, 45, 33, 35, 21, 36, 26, 24, 20, 26, 24, 23, 15, 16, 25, 15, 18, 12, 9, 6, 16, 9, 11, 12, 12, 10, 12, 19, 9, 13, 12, 11, 7, 7, 11, 12, 10, 16, 6, 5, 11, 8, 5, 7, 4, 7, 6, 6, 8, 8, 9, 8, 10, 6, 5, 8, 5, 7, 7, 8, 9, 6, 8, 3, 5, 2, 3, 5, 5, 4, 6, 6, 5, 735, 72, 59, 64, 60, 41, 41, 36, 43, 38, 33, 33, 26, 24, 30, 29, 24, 19, 24]","[3732, 856, 313, 176, 97, 78, 68, 67, 54, 37, 31, 31, 39, 39, 32, 23, 25, 20, 31, 20, 24, 20, 14, 16, 16, 19, 20, 21, 19, 13, 14, 17, 13, 9, 14, 11, 9, 13, 11, 8, 7, 13, 6, 10, 10, 12, 9, 14, 10, 9, 0, 10, 10, 9, 5, 6, 8, 7, 6, 10, 14, 4, 5, 11, 7, 5, 4, 6, 7, 6, 6, 5, 4, 6, 4, 4, 4, 2, 3, 8, 3, 740, 76, 59, 57, 60, 42, 30, 33, 40, 42, 34, 29, 27, 31, 39, 21, 17, 27, 27]","[2971, 888, 232, 110, 105, 81, 63, 54, 47, 37, 39, 33, 36, 32, 21, 21, 22, 25, 18, 28, 19, 13, 17, 25, 18, 20, 15, 20, 18, 21, 16, 12, 18, 13, 12, 10, 13, 22, 19, 14, 13, 13, 8, 9, 15, 13, 10, 10, 12, 10, 8, 10, 16, 7, 5, 9, 6, 7, 11, 3, 6, 7, 10, 6, 7, 7, 6, 9, 7, 4, 3, 1235, 132, 95, 80, 61, 59, 38, 32, 36, 33, 42, 32, 32, 30, 21, 26, 23, 20, 19, 14, 13, 14, 14, 13, 14, 14, 11, 11, 17]","[2935, 879, 245, 120, 106, 72, 68, 53, 50, 49, 48, 32, 34, 38, 22, 22, 24, 20, 22, 24, 20, 10, 19, 26, 15, 19, 21, 15, 18, 19, 27, 13, 21, 12, 13, 12, 12, 22, 14, 14, 13, 11, 12, 18, 15, 10, 9, 7, 16, 8, 9, 9, 8, 12, 8, 7, 7, 12, 4, 4, 3, 7, 3, 8, 2, 6, 5, 8, 8, 4, 7, 1259, 126, 97, 80, 60, 52, 51, 46, 30, 40, 28, 28, 33, 21, 32, 21, 24, 16, 17, 9, 12, 12, 13, 14, 14, 13, 9, 11, 13]","[3153, 811, 319, 190, 96, 75, 64, 61, 30, 48, 37, 35, 24, 35, 24, 27, 23, 24, 22, 23, 24, 24, 26, 17, 16, 13, 6, 15, 11, 14, 11, 7, 7, 14, 8, 13, 7, 10, 6, 8, 7, 8, 9, 5, 9, 7, 10, 9, 6, 10, 11, 6, 8, 9, 3, 7, 5, 6, 5, 7, 6, 6, 5, 5, 7, 5, 4, 6, 3, 4, 4, 3, 6, 2, 6, 4, 943, 106, 110, 79, 67, 51, 46, 42, 44, 37, 38, 29, 23, 17, 17, 21, 21, 20, 30, 12, 13, 23, 8, 17]","[3083, 781, 309, 187, 109, 76, 61, 59, 33, 55, 39, 50, 35, 36, 28, 34, 31, 25, 29, 20, 22, 18, 25, 13, 28, 13, 15, 13, 14, 19, 18, 15, 12, 14, 13, 6, 11, 12, 12, 13, 14, 8, 6, 6, 9, 5, 8, 6, 6, 9, 11, 6, 6, 7, 5, 8, 5, 7, 2, 4, 3, 4, 8, 4, 4, 8, 3, 1, 5, 8, 5, 4, 5, 6, 6, 3, 945, 117, 96, 69, 68, 54, 53, 41, 29, 37, 28, 25, 33, 28, 24, 29, 20, 18, 20, 14, 16, 9, 21, 20]","[3737, 793, 333, 167, 106, 98, 66, 66, 66, 40, 46, 38, 40, 26, 26, 29, 30, 18, 23, 19, 19, 24, 14, 14, 20, 21, 21, 13, 20, 16, 14, 8, 12, 10, 11, 11, 11, 5, 6, 11, 2, 10, 7, 9, 12, 12, 8, 9, 11, 6, 7, 6, 7, 6, 7, 8, 4, 3, 4, 10, 2, 9, 8, 10, 7, 8, 3, 5, 6, 6, 3, 3, 4, 5, 3, 3, 1, 2, 9, 5, 8, 5, 2, 702, 116, 89, 68, 46, 48, 30, 28, 25, 18, 18, 18, 21, 20, 18, 21, 14]","[3688, 787, 328, 166, 98, 100, 60, 69, 51, 41, 46, 43, 35, 34, 25, 33, 33, 14, 26, 21, 23, 17, 20, 12, 20, 19, 16, 22, 28, 13, 17, 15, 13, 16, 12, 12, 8, 17, 13, 12, 11, 11, 10, 11, 9, 17, 8, 8, 13, 8, 9, 8, 6, 8, 6, 10, 9, 5, 7, 6, 1, 9, 5, 6, 8, 5, 4, 4, 5, 7, 7, 5, 4, 4, 2, 5, 2, 2, 7, 7, 3, 5, 3, 709, 120, 73, 56, 45, 47, 26, 29, 26, 26, 22, 24, 19, 19, 18, 24, 17]","[3279, 743, 292, 177, 111, 66, 61, 59, 33, 39, 32, 34, 36, 25, 27, 37, 27, 28, 26, 22, 17, 26, 22, 17, 14, 15, 16, 13, 10, 8, 12, 14, 17, 9, 10, 10, 7, 13, 11, 10, 13, 3, 14, 11, 11, 4, 9, 6, 12, 12, 8, 7, 12, 10, 9, 7, 12, 13, 5, 7, 6, 11, 5, 4, 6, 5, 6, 4, 6, 8, 4, 3, 8, 2, 12, 7, 10, 6, 776, 97, 88, 70, 68, 55, 58, 42, 63, 51, 27, 22, 31, 22, 30, 30, 18, 18, 16, 20, 23, 18]","[3248, 730, 280, 176, 103, 76, 63, 58, 34, 43, 41, 42, 45, 26, 36, 32, 33, 24, 26, 22, 17, 22, 20, 10, 14, 21, 9, 15, 17, 13, 20, 15, 12, 19, 17, 17, 8, 11, 7, 15, 7, 11, 13, 8, 10, 10, 15, 8, 7, 4, 8, 2, 11, 10, 5, 6, 7, 3, 8, 8, 8, 8, 6, 8, 4, 2, 7, 9, 6, 9, 8, 5, 6, 8, 8, 7, 9, 7, 791, 109, 95, 76, 80, 52, 55, 39, 37, 37, 27, 31, 22, 19, 26, 29, 17, 19, 17, 20, 24, 21]","[3165, 744, 285, 154, 91, 85, 59, 65, 46, 44, 37, 35, 26, 31, 31, 24, 20, 23, 23, 15, 21, 15, 15, 14, 16, 13, 8, 15, 16, 16, 11, 16, 14, 10, 8, 14, 11, 12, 9, 7, 7, 7, 9, 14, 9, 1, 7, 7, 7, 5, 8, 8, 13, 5, 16, 11, 5, 7, 3, 11, 7, 2, 11, 10, 7, 6, 7, 3, 4, 7, 8, 5, 1097, 138, 100, 95, 62, 68, 54, 44, 48, 35, 37, 26, 26, 23, 22, 26, 13, 21, 18, 25, 11, 18, 22, 14, 15, 16, 20, 28]","[3126, 742, 276, 159, 97, 84, 70, 59, 56, 50, 38, 35, 41, 35, 21, 28, 33, 17, 17, 26, 19, 15, 18, 18, 21, 12, 13, 24, 9, 11, 10, 9, 14, 20, 9, 9, 10, 11, 10, 16, 8, 10, 6, 5, 10, 6, 4, 7, 10, 5, 6, 2, 9, 5, 4, 3, 8, 6, 5, 7, 5, 7, 8, 7, 7, 5, 6, 5, 11, 10, 8, 8, 1086, 144, 103, 90, 78, 59, 49, 40, 36, 40, 36, 29, 34, 31, 28, 25, 27, 25, 26, 18, 17, 12, 23, 17, 15, 10, 13, 11]","[3408, 638, 285, 157, 108, 54, 65, 53, 40, 39, 34, 32, 23, 24, 28, 29, 20, 25, 21, 24, 15, 17, 15, 18, 19, 16, 11, 14, 14, 16, 17, 14, 18, 12, 19, 18, 12, 10, 16, 16, 12, 7, 6, 9, 6, 10, 6, 8, 8, 11, 13, 11, 12, 14, 15, 11, 6, 6, 6, 6, 4, 10, 6, 4, 8, 3, 6, 3, 3, 4, 6, 5, 7, 5, 3, 2, 5, 832, 145, 70, 62, 42, 38, 36, 31, 39, 39, 32, 28, 25, 30, 23, 26, 36, 34, 28, 20, 35, 32, 35]","[3348, 636, 303, 164, 100, 58, 56, 54, 45, 46, 31, 46, 31, 28, 40, 25, 34, 26, 23, 31, 21, 25, 19, 17, 7, 13, 25, 16, 16, 17, 26, 16, 15, 9, 10, 11, 13, 13, 11, 11, 13, 9, 11, 6, 5, 6, 9, 7, 7, 7, 10, 10, 6, 6, 9, 7, 5, 6, 10, 4, 5, 4, 9, 5, 7, 4, 5, 6, 5, 5, 5, 11, 6, 5, 4, 3, 3, 838, 134, 73, 66, 48, 37, 35, 35, 39, 32, 39, 21, 42, 35, 32, 32, 38, 17, 25, 22, 33, 21, 24]","[3315, 733, 282, 163, 76, 77, 46, 48, 42, 32, 42, 41, 32, 24, 20, 32, 27, 33, 22, 18, 22, 24, 29, 21, 20, 14, 12, 18, 12, 23, 22, 26, 23, 16, 21, 18, 8, 11, 15, 21, 8, 10, 16, 15, 12, 7, 9, 8, 6, 8, 5, 7, 6, 4, 11, 4, 10, 11, 7, 8, 6, 5, 7, 2, 11, 9, 5, 8, 6, 2, 4, 4, 3, 4, 11, 3, 864, 144, 120, 78, 66, 55, 41, 47, 32, 33, 28, 27, 20, 26, 20, 21, 21, 24, 18, 20, 15, 15, 17, 15]","[3293, 726, 280, 160, 90, 86, 62, 48, 45, 41, 46, 40, 29, 31, 24, 32, 27, 38, 29, 25, 25, 25, 23, 18, 21, 22, 19, 17, 17, 20, 20, 19, 20, 17, 13, 13, 16, 16, 8, 15, 8, 6, 10, 8, 3, 8, 10, 9, 12, 9, 12, 7, 9, 3, 6, 7, 7, 8, 8, 7, 7, 2, 5, 6, 3, 3, 6, 3, 2, 1, 3, 4, 5, 7, 7, 6, 869, 152, 121, 76, 66, 54, 42, 45, 37, 29, 25, 18, 25, 25, 23, 19, 25, 20, 14, 16, 18, 14, 19, 15]","[2834, 955, 215, 108, 99, 75, 64, 54, 42, 35, 32, 34, 33, 31, 31, 36, 40, 27, 34, 27, 25, 20, 26, 27, 16, 15, 19, 25, 17, 17, 17, 17, 11, 12, 7, 11, 15, 10, 21, 12, 12, 8, 9, 13, 8, 6, 6, 6, 9, 8, 10, 5, 11, 7, 5, 11, 8, 8, 6, 6, 8, 6, 6, 2, 2, 3, 5, 3, 6, 3, 5, 6, 2, 1157, 134, 88, 84, 76, 55, 61, 47, 41, 33, 38, 28, 23, 27, 27, 25, 21, 9, 16, 10, 19, 16, 16, 13, 13, 14, 9]","[2804, 948, 217, 125, 107, 62, 70, 59, 47, 36, 34, 36, 39, 32, 26, 31, 43, 30, 14, 25, 29, 16, 29, 22, 15, 20, 21, 22, 23, 13, 14, 13, 15, 16, 14, 6, 9, 8, 13, 17, 9, 9, 10, 10, 9, 7, 11, 10, 11, 7, 10, 10, 12, 8, 5, 5, 6, 5, 3, 7, 6, 6, 10, 7, 4, 7, 9, 5, 5, 6, 5, 6, 5, 1186, 133, 94, 76, 70, 52, 44, 39, 43, 47, 29, 32, 21, 22, 30, 21, 17, 14, 17, 13, 19, 9, 12, 14, 13, 19, 14]","[3166, 722, 315, 192, 97, 62, 64, 40, 50, 41, 46, 43, 25, 25, 30, 31, 17, 26, 21, 18, 31, 25, 18, 19, 17, 17, 15, 14, 12, 11, 11, 8, 11, 9, 11, 18, 11, 10, 3, 4, 12, 11, 10, 8, 11, 11, 11, 10, 11, 9, 14, 12, 8, 6, 9, 5, 3, 4, 6, 6, 7, 6, 7, 4, 4, 3, 2, 4, 4, 3, 1, 4, 6, 5, 978, 123, 87, 75, 62, 49, 51, 44, 41, 31, 29, 21, 27, 23, 29, 13, 19, 22, 20, 19, 18, 17, 15, 14, 24, 24]","[3112, 709, 332, 190, 109, 77, 64, 52, 52, 51, 49, 36, 41, 22, 32, 25, 24, 20, 21, 17, 18, 15, 13, 20, 17, 19, 14, 14, 12, 13, 8, 9, 18, 9, 11, 9, 10, 10, 6, 8, 13, 9, 10, 4, 10, 7, 5, 8, 10, 12, 11, 6, 10, 6, 4, 6, 6, 12, 9, 8, 7, 8, 7, 8, 5, 6, 5, 5, 3, 6, 6, 7, 9, 7, 952, 121, 82, 81, 72, 59, 45, 47, 37, 31, 31, 32, 28, 30, 24, 16, 16, 18, 14, 22, 20, 28, 20, 21, 11, 17]"
"[779, 166, 78, 33, 19, 16, 14, 8, 16, 7, 3, 6, 7, 5, 9, 6, 5, 7, 3, 6, 0, 1, 2, 5, 2, 2, 3, 4, 7, 4, 1, 3, 0, 3, 2, 2, 1, 2, 3, 2, 1, 2, 2, 1, 2, 3, 0, 0, 4, 4, 0, 2, 1, 3, 2, 2, 0, 1, 2, 1, 2, 2, 0, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 0, 1, 2, 0, 1, 0, 2, 1, 141, 16, 15, 10, 10, 12, 12, 10, 6, 11, 9, 3, 1, 4, 7, 5, 5, 4, 3]","[836, 172, 75, 41, 14, 15, 17, 21, 15, 5, 7, 8, 7, 6, 7, 4, 6, 3, 8, 7, 7, 7, 5, 7, 5, 6, 5, 5, 3, 1, 4, 6, 4, 1, 1, 2, 1, 5, 1, 1, 3, 2, 0, 2, 1, 2, 1, 0, 1, 2, 0, 3, 3, 0, 2, 2, 2, 3, 3, 2, 6, 2, 1, 4, 3, 2, 1, 3, 1, 3, 2, 1, 1, 5, 1, 1, 0, 0, 2, 3, 1, 169, 19, 14, 13, 17, 8, 5, 6, 5, 8, 5, 7, 5, 10, 7, 3, 0, 8, 5]","[549, 172, 48, 25, 31, 16, 12, 10, 6, 9, 9, 4, 9, 5, 5, 4, 2, 6, 4, 6, 2, 6, 2, 6, 4, 3, 2, 2, 4, 3, 1, 3, 3, 1, 2, 4, 1, 4, 7, 3, 4, 2, 2, 2, 1, 6, 2, 0, 3, 5, 0, 1, 5, 2, 1, 2, 1, 2, 5, 1, 1, 1, 2, 1, 0, 3, 3, 3, 0, 0, 1, 213, 35, 26, 17, 12, 14, 7, 5, 3, 5, 11, 8, 6, 2, 4, 0, 3, 4, 5, 5, 4, 4, 6, 5, 5, 3, 2, 2, 3]","[631, 174, 54, 28, 24, 12, 15, 12, 13, 14, 14, 9, 8, 7, 5, 8, 4, 2, 6, 6, 3, 3, 6, 9, 3, 7, 7, 1, 2, 3, 4, 4, 5, 2, 1, 2, 3, 5, 7, 2, 3, 4, 5, 4, 3, 3, 5, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 1, 0, 3, 1, 1, 2, 1, 3, 250, 22, 26, 18, 11, 15, 14, 14, 4, 10, 6, 4, 4, 4, 9, 4, 1, 4, 3, 2, 0, 2, 2, 3, 2, 4, 2, 1, 3]","[610, 185, 73, 38, 19, 17, 10, 8, 4, 5, 5, 8, 8, 8, 4, 1, 5, 3, 4, 5, 5, 3, 5, 4, 2, 5, 2, 4, 1, 4, 2, 2, 3, 4, 1, 2, 0, 3, 1, 1, 1, 1, 0, 1, 3, 1, 4, 3, 2, 2, 4, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 187, 23, 26, 17, 14, 7, 10, 8, 9, 7, 12, 8, 3, 3, 5, 2, 4, 3, 7, 2, 2, 6, 1, 3]","[709, 197, 67, 32, 19, 17, 13, 8, 6, 13, 7, 13, 13, 9, 5, 5, 9, 3, 7, 8, 7, 4, 7, 3, 8, 5, 2, 5, 0, 1, 3, 3, 2, 1, 2, 0, 2, 3, 3, 5, 2, 1, 2, 1, 3, 2, 1, 3, 1, 3, 3, 2, 2, 2, 1, 2, 1, 1, 0, 1, 2, 1, 2, 1, 3, 3, 0, 0, 1, 4, 1, 2, 2, 0, 1, 1, 203, 30, 13, 12, 14, 8, 11, 7, 6, 8, 6, 7, 9, 3, 5, 9, 10, 3, 6, 5, 3, 1, 5, 8]","[756, 146, 59, 38, 28, 13, 14, 11, 9, 8, 10, 15, 7, 4, 2, 5, 7, 2, 5, 4, 3, 7, 1, 4, 1, 7, 7, 1, 4, 1, 1, 2, 3, 1, 3, 4, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 4, 4, 2, 0, 1, 2, 3, 2, 2, 1, 1, 1, 2, 1, 0, 3, 0, 2, 0, 1, 2, 2, 0, 0, 1, 1, 0, 1, 0, 0, 2, 2, 1, 1, 0, 140, 28, 13, 11, 9, 5, 7, 1, 3, 4, 1, 4, 5, 5, 1, 5, 6]","[830, 151, 54, 28, 23, 19, 9, 9, 8, 10, 9, 8, 9, 7, 5, 9, 8, 3, 7, 7, 8, 3, 7, 4, 5, 6, 2, 3, 5, 3, 3, 2, 4, 4, 3, 4, 1, 7, 2, 6, 5, 6, 3, 2, 4, 2, 2, 1, 4, 3, 2, 3, 1, 0, 2, 1, 3, 0, 5, 2, 0, 2, 1, 2, 2, 1, 2, 2, 3, 1, 3, 0, 0, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 155, 35, 15, 6, 8, 9, 2, 6, 6, 3, 4, 6, 2, 4, 6, 5, 4]","[667, 134, 64, 30, 17, 13, 12, 16, 7, 7, 4, 4, 5, 8, 2, 7, 6, 3, 7, 7, 1, 9, 2, 3, 3, 3, 2, 1, 1, 3, 2, 3, 10, 1, 4, 1, 3, 4, 4, 2, 4, 2, 3, 2, 5, 0, 1, 1, 3, 5, 1, 2, 3, 3, 3, 1, 4, 4, 1, 1, 0, 1, 0, 0, 3, 1, 0, 0, 1, 2, 1, 0, 1, 0, 2, 1, 1, 3, 151, 19, 19, 10, 12, 9, 19, 12, 13, 9, 3, 2, 6, 7, 3, 7, 5, 2, 5, 8, 3, 2]","[722, 143, 64, 35, 16, 19, 13, 9, 10, 8, 10, 5, 8, 6, 6, 9, 7, 5, 7, 5, 4, 7, 7, 2, 4, 6, 1, 4, 7, 4, 5, 6, 3, 9, 3, 3, 3, 1, 1, 8, 2, 5, 4, 3, 2, 3, 6, 2, 1, 1, 3, 0, 5, 2, 2, 0, 2, 0, 0, 3, 1, 1, 3, 4, 0, 1, 1, 1, 1, 2, 1, 2, 1, 3, 2, 3, 1, 0, 190, 24, 16, 12, 12, 12, 7, 4, 6, 10, 4, 4, 4, 5, 5, 9, 5, 4, 5, 5, 8, 3]","[628, 148, 53, 24, 14, 17, 11, 14, 14, 14, 6, 8, 6, 7, 7, 4, 4, 2, 6, 1, 4, 4, 4, 5, 2, 2, 1, 2, 4, 6, 1, 3, 1, 0, 2, 0, 3, 0, 1, 0, 0, 1, 1, 3, 2, 0, 0, 0, 1, 2, 0, 3, 1, 1, 3, 2, 0, 1, 1, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 5, 1, 2, 246, 25, 24, 23, 10, 16, 12, 8, 7, 9, 9, 5, 6, 5, 5, 8, 2, 7, 2, 8, 2, 2, 3, 3, 5, 3, 1, 5]","[712, 172, 54, 33, 16, 18, 13, 13, 15, 15, 12, 11, 12, 7, 3, 8, 12, 3, 7, 11, 8, 3, 4, 7, 5, 3, 0, 5, 1, 2, 2, 1, 3, 5, 1, 2, 4, 1, 2, 4, 2, 4, 1, 1, 4, 1, 1, 1, 0, 2, 2, 1, 3, 1, 0, 1, 2, 2, 1, 2, 0, 3, 2, 2, 1, 1, 0, 2, 3, 3, 1, 1, 241, 28, 18, 21, 18, 9, 12, 7, 4, 9, 10, 5, 7, 4, 6, 6, 6, 7, 8, 3, 4, 1, 4, 3, 6, 2, 0, 1]","[687, 127, 50, 28, 15, 15, 12, 12, 5, 5, 5, 8, 4, 4, 8, 4, 4, 2, 5, 6, 1, 4, 4, 3, 3, 2, 4, 2, 3, 3, 1, 1, 5, 4, 0, 3, 0, 0, 4, 3, 4, 2, 2, 3, 3, 2, 2, 2, 2, 0, 2, 4, 3, 4, 4, 1, 1, 0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 1, 176, 25, 18, 9, 9, 12, 8, 9, 6, 7, 7, 6, 3, 7, 6, 6, 5, 6, 6, 3, 7, 1, 12]","[763, 129, 48, 30, 22, 11, 9, 15, 9, 9, 2, 9, 6, 8, 8, 4, 6, 1, 9, 4, 6, 7, 3, 6, 1, 3, 4, 7, 4, 4, 6, 3, 4, 4, 2, 3, 2, 2, 1, 2, 2, 4, 3, 0, 1, 1, 2, 1, 2, 2, 2, 1, 1, 0, 3, 2, 1, 1, 2, 0, 3, 0, 2, 1, 2, 2, 1, 3, 1, 2, 3, 5, 3, 1, 3, 1, 1, 191, 31, 17, 10, 9, 10, 4, 7, 4, 8, 10, 5, 7, 8, 4, 6, 7, 3, 8, 7, 8, 3, 7]","[673, 152, 67, 28, 13, 15, 6, 12, 6, 5, 6, 7, 5, 4, 5, 4, 6, 4, 6, 4, 1, 2, 8, 4, 4, 5, 2, 4, 3, 2, 3, 6, 3, 2, 4, 2, 3, 0, 3, 2, 4, 1, 2, 2, 2, 0, 1, 0, 1, 3, 0, 1, 1, 1, 2, 0, 0, 5, 0, 1, 2, 0, 3, 0, 1, 1, 1, 2, 3, 1, 0, 0, 1, 1, 5, 0, 171, 28, 27, 17, 12, 15, 10, 9, 9, 3, 6, 7, 4, 5, 4, 6, 4, 5, 2, 6, 4, 2, 4, 1]","[761, 171, 69, 34, 19, 21, 12, 11, 5, 9, 3, 11, 5, 3, 10, 12, 7, 10, 6, 4, 8, 4, 4, 4, 5, 6, 4, 5, 6, 6, 2, 5, 6, 7, 5, 3, 3, 1, 1, 3, 1, 2, 3, 2, 1, 1, 2, 3, 4, 0, 3, 2, 0, 0, 3, 1, 2, 3, 3, 1, 0, 0, 1, 1, 2, 1, 2, 0, 1, 0, 2, 1, 1, 4, 2, 1, 215, 26, 28, 21, 15, 11, 8, 9, 7, 5, 3, 2, 6, 4, 6, 5, 2, 6, 1, 3, 6, 3, 6, 2]","[550, 164, 54, 18, 18, 7, 13, 12, 10, 7, 7, 8, 4, 4, 6, 8, 11, 6, 6, 7, 6, 5, 7, 5, 2, 2, 2, 3, 4, 1, 4, 2, 5, 1, 1, 0, 1, 2, 7, 1, 4, 1, 3, 3, 3, 1, 1, 1, 2, 0, 2, 1, 3, 0, 0, 1, 2, 2, 2, 1, 3, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 1, 238, 37, 16, 16, 14, 14, 14, 6, 12, 8, 9, 7, 3, 7, 3, 4, 1, 1, 3, 1, 1, 5, 1, 2, 1, 1, 3]","[655, 187, 55, 25, 21, 10, 13, 8, 10, 10, 14, 9, 8, 10, 6, 7, 6, 5, 4, 8, 8, 7, 7, 9, 2, 3, 4, 10, 3, 3, 4, 1, 3, 4, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 3, 2, 1, 3, 2, 0, 1, 3, 1, 1, 1, 2, 1, 0, 0, 1, 2, 2, 1, 0, 1, 0, 3, 1, 1, 1, 1, 0, 1, 221, 25, 19, 12, 8, 12, 10, 6, 11, 10, 6, 11, 6, 5, 7, 5, 4, 4, 3, 5, 4, 3, 2, 5, 3, 4, 1]","[618, 139, 61, 29, 22, 16, 16, 3, 10, 8, 7, 8, 7, 9, 6, 6, 2, 5, 6, 3, 8, 7, 4, 3, 3, 5, 4, 4, 2, 2, 3, 2, 0, 1, 1, 3, 1, 2, 0, 1, 5, 1, 1, 3, 3, 6, 3, 1, 2, 2, 4, 3, 1, 3, 2, 1, 0, 0, 1, 2, 0, 1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 192, 25, 16, 14, 14, 9, 8, 6, 11, 7, 4, 5, 6, 4, 9, 1, 4, 3, 6, 6, 4, 4, 3, 4, 1, 7]","[728, 170, 72, 34, 20, 12, 13, 9, 11, 10, 10, 12, 11, 4, 5, 8, 3, 3, 4, 5, 1, 3, 2, 2, 1, 4, 2, 4, 3, 5, 3, 2, 5, 5, 6, 2, 3, 3, 2, 1, 3, 1, 1, 1, 3, 1, 2, 3, 1, 5, 2, 1, 2, 2, 1, 0, 2, 3, 2, 2, 2, 4, 2, 2, 2, 1, 1, 1, 0, 3, 3, 0, 3, 2, 221, 34, 22, 20, 17, 15, 7, 12, 10, 5, 1, 10, 3, 5, 5, 6, 3, 3, 5, 10, 4, 11, 6, 5, 1, 3]"
