gen1,gen1m,gen2,gen2m,gen3,gen3m,gen4,gen4m,gen5,gen5m,gen6,gen6m,gen7,gen7m,gen8,gen8m,gen9,gen9m,gen10,gen10m
4284, 1187, 423, 199, 58, 68, 29, 15, 15, 12, 5, 6, 6, 4, 1, 6, 8, 0, 3, 1, 4, 2, 0, 2, 2, 4, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1182, 94, 55, 28, 21, 11, 12, 6, 8, 1, 2, 2, 4, 0, 1, 0, 3, 0, 1
4291, 1204, 427, 166, 63, 43, 37, 22, 16, 11, 7, 7, 4, 4, 3, 6, 5, 3, 4, 2, 3, 2, 1, 1, 1, 1, 1, 4, 1, 0, 1, 1, 2, 0, 2, 0, 0, 1, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1184, 76, 56, 33, 22, 14, 7, 11, 6, 5, 6, 1, 1, 1, 3, 2, 2, 1, 0
3466, 1274, 311, 151, 85, 44, 33, 12, 17, 12, 11, 6, 5, 3, 5, 5, 2, 2, 2, 0, 1, 3, 0, 2, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1788, 161, 68, 44, 23, 21, 11, 12, 12, 7, 4, 4, 4, 3, 4, 0, 0, 3, 3, 1, 0, 2, 1, 2, 0, 0, 0, 1, 2
3444, 1261, 332, 137, 77, 65, 33, 34, 16, 10, 9, 9, 8, 3, 5, 1, 0, 3, 1, 3, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1794, 155, 71, 38, 25, 12, 9, 11, 6, 7, 8, 5, 4, 2, 4, 0, 4, 4, 1, 2, 2, 3, 2, 4, 1, 2, 3, 1, 1
3594, 1097, 403, 197, 78, 67, 29, 26, 19, 14, 9, 8, 10, 5, 5, 4, 3, 4, 4, 4, 1, 3, 1, 1, 2, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1507, 135, 51, 35, 18, 12, 10, 7, 6, 7, 2, 3, 2, 3, 3, 3, 4, 2, 1, 1, 0, 1, 0, 1
3587, 1089, 413, 197, 76, 50, 39, 30, 17, 18, 11, 8, 10, 5, 6, 5, 0, 5, 3, 1, 3, 2, 3, 3, 1, 0, 0, 3, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1511, 124, 51, 31, 19, 15, 16, 13, 3, 5, 9, 4, 3, 1, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0
4271, 1169, 416, 160, 83, 46, 30, 27, 20, 11, 5, 5, 7, 9, 4, 7, 3, 5, 4, 1, 3, 1, 2, 1, 3, 0, 4, 2, 1, 2, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1072, 99, 34, 28, 9, 8, 14, 16, 4, 4, 2, 4, 1, 5, 0, 0, 0
4274, 1169, 427, 170, 60, 51, 25, 19, 11, 11, 9, 12, 6, 4, 3, 8, 6, 3, 3, 2, 6, 3, 3, 1, 3, 2, 0, 1, 0, 2, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1059, 91, 48, 24, 10, 17, 13, 14, 6, 5, 2, 1, 2, 2, 3, 2, 1
3738, 1093, 386, 216, 82, 51, 27, 29, 18, 11, 7, 10, 6, 8, 2, 4, 3, 3, 2, 3, 2, 3, 2, 3, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1327, 150, 63, 28, 29, 5, 7, 9, 4, 2, 3, 0, 2, 5, 3, 2, 2, 0, 1, 0, 1, 0
3743, 1094, 382, 188, 87, 63, 25, 30, 18, 13, 9, 6, 9, 2, 6, 5, 8, 2, 2, 1, 1, 3, 3, 4, 1, 2, 1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1323, 161, 49, 28, 21, 16, 9, 4, 3, 4, 4, 1, 1, 3, 4, 4, 2, 1, 3, 1, 0, 1
