gen1,gen1m,gen2,gen2m,gen3,gen3m,gen4,gen4m,gen5,gen5m,gen6,gen6m,gen7,gen7m,gen8,gen8m,gen9,gen9m,gen10,gen10m
"[3801, 869, 315, 171, 103, 75, 61, 58, 47, 45, 33, 35, 21, 36, 26, 24, 20, 26, 24, 23, 15, 16, 25, 15, 18, 12, 9, 6, 16, 9, 11, 12, 12, 10, 12, 19, 9, 13, 12, 11, 7, 7, 11, 12, 10, 16, 6, 5, 11, 8, 5, 7, 4, 7, 6, 6, 8, 8, 9, 8, 10, 6, 5, 8, 5, 7, 7, 8, 9, 6, 8, 3, 5, 2, 3, 5, 5, 4, 6, 6, 5, 735, 72, 59, 64, 60, 41, 41, 36, 43, 38, 33, 33, 26, 24, 30, 29, 24, 19, 24]","[3805, 869, 308, 172, 104, 71, 61, 58, 50, 44, 35, 37, 25, 34, 26, 25, 23, 23, 20, 22, 24, 13, 18, 20, 17, 11, 14, 14, 17, 13, 8, 15, 10, 6, 10, 12, 6, 9, 9, 11, 8, 11, 11, 11, 8, 13, 8, 7, 7, 6, 9, 6, 6, 9, 9, 5, 6, 10, 7, 7, 4, 6, 9, 7, 6, 3, 7, 9, 5, 5, 9, 2, 5, 5, 5, 8, 8, 8, 3, 4, 8, 733, 74, 61, 70, 58, 38, 40, 34, 43, 41, 30, 35, 27, 20, 31, 30, 28, 16, 22]","[2971, 888, 232, 110, 105, 81, 63, 54, 47, 37, 39, 33, 36, 32, 21, 21, 22, 25, 18, 28, 19, 13, 17, 25, 18, 20, 15, 20, 18, 21, 16, 12, 18, 13, 12, 10, 13, 22, 19, 14, 13, 13, 8, 9, 15, 13, 10, 10, 12, 10, 8, 10, 16, 7, 5, 9, 6, 7, 11, 3, 6, 7, 10, 6, 7, 7, 6, 9, 7, 4, 3, 1235, 132, 95, 80, 61, 59, 38, 32, 36, 33, 42, 32, 32, 30, 21, 26, 23, 20, 19, 14, 13, 14, 14, 13, 14, 14, 11, 11, 17]","[2972, 885, 232, 110, 104, 77, 61, 56, 39, 38, 40, 29, 33, 32, 22, 24, 23, 24, 18, 27, 25, 17, 20, 18, 18, 17, 17, 16, 17, 16, 16, 17, 20, 14, 12, 15, 10, 15, 18, 16, 11, 16, 10, 13, 16, 18, 7, 10, 13, 12, 6, 10, 16, 9, 8, 12, 6, 7, 6, 3, 6, 7, 11, 5, 5, 8, 8, 6, 10, 4, 6, 1243, 133, 96, 84, 58, 58, 37, 30, 37, 34, 45, 27, 36, 30, 22, 31, 23, 15, 22, 9, 13, 11, 12, 14, 14, 14, 6, 12, 15]","[3153, 811, 319, 190, 96, 75, 64, 61, 30, 48, 37, 35, 24, 35, 24, 27, 23, 24, 22, 23, 24, 24, 26, 17, 16, 13, 6, 15, 11, 14, 11, 7, 7, 14, 8, 13, 7, 10, 6, 8, 7, 8, 9, 5, 9, 7, 10, 9, 6, 10, 11, 6, 8, 9, 3, 7, 5, 6, 5, 7, 6, 6, 5, 5, 7, 5, 4, 6, 3, 4, 4, 3, 6, 2, 6, 4, 943, 106, 110, 79, 67, 51, 46, 42, 44, 37, 38, 29, 23, 17, 17, 21, 21, 20, 30, 12, 13, 23, 8, 17]","[3150, 813, 323, 191, 96, 77, 61, 64, 27, 49, 41, 33, 31, 40, 27, 26, 25, 23, 20, 25, 23, 24, 23, 17, 25, 12, 11, 17, 8, 16, 14, 7, 7, 7, 8, 14, 5, 9, 4, 6, 11, 11, 9, 6, 11, 10, 6, 5, 6, 4, 9, 4, 8, 6, 6, 4, 3, 8, 5, 5, 8, 6, 2, 5, 4, 4, 2, 1, 3, 4, 7, 5, 2, 4, 5, 3, 943, 99, 106, 73, 66, 52, 43, 40, 41, 41, 35, 29, 30, 18, 19, 26, 18, 18, 27, 14, 11, 29, 14, 22]","[3737, 793, 333, 167, 106, 98, 66, 66, 66, 40, 46, 38, 40, 26, 26, 29, 30, 18, 23, 19, 19, 24, 14, 14, 20, 21, 21, 13, 20, 16, 14, 8, 12, 10, 11, 11, 11, 5, 6, 11, 2, 10, 7, 9, 12, 12, 8, 9, 11, 6, 7, 6, 7, 6, 7, 8, 4, 3, 4, 10, 2, 9, 8, 10, 7, 8, 3, 5, 6, 6, 3, 3, 4, 5, 3, 3, 1, 2, 9, 5, 8, 5, 2, 702, 116, 89, 68, 46, 48, 30, 28, 25, 18, 18, 18, 21, 20, 18, 21, 14]","[3741, 796, 327, 169, 103, 97, 66, 67, 61, 41, 43, 43, 40, 32, 28, 28, 35, 19, 21, 25, 17, 22, 22, 18, 17, 21, 20, 16, 20, 14, 11, 6, 7, 12, 3, 9, 13, 4, 6, 9, 4, 12, 10, 12, 12, 16, 9, 7, 8, 5, 6, 9, 10, 7, 9, 5, 4, 3, 7, 5, 4, 7, 8, 9, 5, 2, 4, 4, 4, 8, 3, 4, 3, 2, 3, 5, 4, 4, 8, 2, 7, 1, 3, 699, 111, 87, 69, 46, 48, 32, 24, 23, 24, 17, 20, 19, 17, 23, 24, 17]","[3279, 743, 292, 177, 111, 66, 61, 59, 33, 39, 32, 34, 36, 25, 27, 37, 27, 28, 26, 22, 17, 26, 22, 17, 14, 15, 16, 13, 10, 8, 12, 14, 17, 9, 10, 10, 7, 13, 11, 10, 13, 3, 14, 11, 11, 4, 9, 6, 12, 12, 8, 7, 12, 10, 9, 7, 12, 13, 5, 7, 6, 11, 5, 4, 6, 5, 6, 4, 6, 8, 4, 3, 8, 2, 12, 7, 10, 6, 776, 97, 88, 70, 68, 55, 58, 42, 63, 51, 27, 22, 31, 22, 30, 30, 18, 18, 16, 20, 23, 18]","[3277, 738, 294, 179, 113, 69, 62, 60, 32, 41, 34, 34, 41, 31, 28, 24, 21, 27, 21, 24, 20, 27, 19, 21, 15, 17, 21, 15, 14, 12, 11, 12, 15, 10, 7, 11, 9, 10, 9, 11, 10, 4, 15, 12, 10, 5, 11, 6, 8, 8, 5, 7, 8, 10, 9, 9, 6, 14, 5, 5, 8, 8, 6, 7, 5, 9, 7, 6, 12, 6, 5, 6, 6, 5, 10, 2, 10, 2, 768, 102, 94, 65, 66, 51, 56, 40, 62, 45, 27, 30, 27, 27, 27, 30, 23, 17, 25, 21, 22, 18]","[3165, 744, 285, 154, 91, 85, 59, 65, 46, 44, 37, 35, 26, 31, 31, 24, 20, 23, 23, 15, 21, 15, 15, 14, 16, 13, 8, 15, 16, 16, 11, 16, 14, 10, 8, 14, 11, 12, 9, 7, 7, 7, 9, 14, 9, 1, 7, 7, 7, 5, 8, 8, 13, 5, 16, 11, 5, 7, 3, 11, 7, 2, 11, 10, 7, 6, 7, 3, 4, 7, 8, 5, 1097, 138, 100, 95, 62, 68, 54, 44, 48, 35, 37, 26, 26, 23, 22, 26, 13, 21, 18, 25, 11, 18, 22, 14, 15, 16, 20, 28]","[3168, 745, 281, 155, 90, 83, 64, 59, 49, 41, 37, 34, 27, 29, 23, 24, 17, 27, 29, 20, 23, 13, 22, 16, 11, 10, 12, 11, 19, 12, 10, 12, 12, 10, 12, 13, 13, 12, 12, 11, 5, 6, 8, 11, 8, 2, 8, 7, 7, 3, 6, 10, 12, 3, 10, 10, 4, 5, 4, 9, 7, 6, 10, 14, 9, 5, 14, 5, 4, 5, 6, 10, 1111, 137, 99, 94, 61, 69, 49, 48, 43, 40, 39, 25, 21, 21, 19, 24, 12, 27, 17, 19, 18, 21, 14, 15, 20, 17, 17, 25]","[3408, 638, 285, 157, 108, 54, 65, 53, 40, 39, 34, 32, 23, 24, 28, 29, 20, 25, 21, 24, 15, 17, 15, 18, 19, 16, 11, 14, 14, 16, 17, 14, 18, 12, 19, 18, 12, 10, 16, 16, 12, 7, 6, 9, 6, 10, 6, 8, 8, 11, 13, 11, 12, 14, 15, 11, 6, 6, 6, 6, 4, 10, 6, 4, 8, 3, 6, 3, 3, 4, 6, 5, 7, 5, 3, 2, 5, 832, 145, 70, 62, 42, 38, 36, 31, 39, 39, 32, 28, 25, 30, 23, 26, 36, 34, 28, 20, 35, 32, 35]","[3406, 638, 285, 155, 106, 60, 63, 56, 38, 44, 35, 38, 32, 27, 28, 29, 19, 21, 20, 17, 15, 25, 14, 13, 14, 16, 17, 17, 12, 15, 13, 18, 14, 11, 13, 11, 17, 8, 17, 10, 14, 12, 9, 9, 8, 16, 7, 13, 5, 8, 9, 13, 8, 6, 8, 10, 7, 4, 8, 2, 4, 6, 7, 6, 5, 5, 4, 3, 8, 7, 7, 7, 9, 9, 4, 6, 1, 836, 143, 78, 64, 42, 41, 40, 40, 34, 39, 34, 26, 18, 25, 22, 31, 36, 27, 26, 19, 31, 33, 33]","[3315, 733, 282, 163, 76, 77, 46, 48, 42, 32, 42, 41, 32, 24, 20, 32, 27, 33, 22, 18, 22, 24, 29, 21, 20, 14, 12, 18, 12, 23, 22, 26, 23, 16, 21, 18, 8, 11, 15, 21, 8, 10, 16, 15, 12, 7, 9, 8, 6, 8, 5, 7, 6, 4, 11, 4, 10, 11, 7, 8, 6, 5, 7, 2, 11, 9, 5, 8, 6, 2, 4, 4, 3, 4, 11, 3, 864, 144, 120, 78, 66, 55, 41, 47, 32, 33, 28, 27, 20, 26, 20, 21, 21, 24, 18, 20, 15, 15, 17, 15]","[3331, 735, 278, 167, 75, 75, 43, 47, 44, 32, 43, 38, 27, 22, 24, 27, 29, 36, 27, 24, 27, 23, 31, 16, 17, 20, 12, 16, 19, 21, 26, 22, 28, 20, 19, 17, 11, 13, 16, 8, 7, 6, 18, 14, 12, 5, 9, 8, 5, 8, 4, 12, 4, 3, 10, 5, 8, 9, 6, 4, 5, 6, 4, 3, 11, 9, 5, 8, 2, 4, 4, 3, 3, 1, 5, 7, 857, 146, 125, 71, 62, 58, 38, 50, 32, 34, 31, 28, 24, 22, 20, 18, 19, 26, 19, 19, 12, 18, 21, 17]","[2834, 955, 215, 108, 99, 75, 64, 54, 42, 35, 32, 34, 33, 31, 31, 36, 40, 27, 34, 27, 25, 20, 26, 27, 16, 15, 19, 25, 17, 17, 17, 17, 11, 12, 7, 11, 15, 10, 21, 12, 12, 8, 9, 13, 8, 6, 6, 6, 9, 8, 10, 5, 11, 7, 5, 11, 8, 8, 6, 6, 8, 6, 6, 2, 2, 3, 5, 3, 6, 3, 5, 6, 2, 1157, 134, 88, 84, 76, 55, 61, 47, 41, 33, 38, 28, 23, 27, 27, 25, 21, 9, 16, 10, 19, 16, 16, 13, 13, 14, 9]","[2841, 952, 215, 106, 99, 79, 66, 51, 48, 38, 37, 33, 32, 29, 32, 35, 36, 28, 27, 21, 30, 16, 20, 21, 24, 23, 13, 26, 16, 13, 13, 16, 10, 12, 7, 11, 12, 8, 13, 14, 12, 11, 9, 7, 9, 8, 9, 4, 14, 11, 9, 3, 10, 8, 9, 6, 6, 3, 8, 9, 10, 10, 9, 6, 2, 3, 9, 5, 6, 0, 5, 5, 7, 1155, 130, 84, 85, 76, 53, 55, 48, 46, 36, 34, 27, 25, 30, 28, 29, 17, 11, 15, 15, 21, 13, 17, 14, 10, 15, 11]","[3166, 722, 315, 192, 97, 62, 64, 40, 50, 41, 46, 43, 25, 25, 30, 31, 17, 26, 21, 18, 31, 25, 18, 19, 17, 17, 15, 14, 12, 11, 11, 8, 11, 9, 11, 18, 11, 10, 3, 4, 12, 11, 10, 8, 11, 11, 11, 10, 11, 9, 14, 12, 8, 6, 9, 5, 3, 4, 6, 6, 7, 6, 7, 4, 4, 3, 2, 4, 4, 3, 1, 4, 6, 5, 978, 123, 87, 75, 62, 49, 51, 44, 41, 31, 29, 21, 27, 23, 29, 13, 19, 22, 20, 19, 18, 17, 15, 14, 24, 24]","[3162, 718, 312, 188, 96, 60, 63, 40, 49, 38, 50, 43, 28, 25, 30, 28, 17, 26, 27, 22, 26, 24, 20, 19, 20, 18, 23, 15, 14, 10, 14, 9, 15, 11, 17, 17, 11, 6, 8, 10, 11, 14, 11, 7, 6, 8, 7, 9, 8, 10, 9, 13, 7, 4, 2, 7, 6, 9, 4, 4, 5, 6, 5, 3, 3, 6, 5, 1, 7, 3, 2, 4, 5, 3, 974, 121, 82, 77, 65, 47, 50, 52, 40, 33, 25, 21, 22, 32, 30, 13, 23, 25, 23, 18, 16, 17, 15, 14, 18, 22]"
"[779, 166, 78, 33, 19, 16, 14, 8, 16, 7, 3, 6, 7, 5, 9, 6, 5, 7, 3, 6, 0, 1, 2, 5, 2, 2, 3, 4, 7, 4, 1, 3, 0, 3, 2, 2, 1, 2, 3, 2, 1, 2, 2, 1, 2, 3, 0, 0, 4, 4, 0, 2, 1, 3, 2, 2, 0, 1, 2, 1, 2, 2, 0, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 0, 1, 2, 0, 1, 0, 2, 1, 141, 16, 15, 10, 10, 12, 12, 10, 6, 11, 9, 3, 1, 4, 7, 5, 5, 4, 3]","[783, 165, 75, 32, 18, 12, 13, 8, 17, 4, 5, 7, 6, 5, 8, 9, 8, 7, 2, 6, 1, 2, 1, 8, 1, 3, 4, 7, 5, 3, 3, 1, 1, 2, 1, 2, 2, 1, 0, 2, 2, 3, 3, 1, 0, 2, 1, 0, 1, 0, 3, 1, 0, 2, 2, 2, 1, 3, 2, 1, 0, 0, 1, 1, 2, 2, 2, 3, 2, 3, 2, 0, 2, 0, 3, 3, 1, 2, 0, 3, 0, 140, 15, 14, 13, 10, 9, 12, 10, 6, 10, 11, 6, 1, 2, 6, 6, 7, 5, 3]","[549, 172, 48, 25, 31, 16, 12, 10, 6, 9, 9, 4, 9, 5, 5, 4, 2, 6, 4, 6, 2, 6, 2, 6, 4, 3, 2, 2, 4, 3, 1, 3, 3, 1, 2, 4, 1, 4, 7, 3, 4, 2, 2, 2, 1, 6, 2, 0, 3, 5, 0, 1, 5, 2, 1, 2, 1, 2, 5, 1, 1, 1, 2, 1, 0, 3, 3, 3, 0, 0, 1, 213, 35, 26, 17, 12, 14, 7, 5, 3, 5, 11, 8, 6, 2, 4, 0, 3, 4, 5, 5, 4, 4, 6, 5, 5, 3, 2, 2, 3]","[556, 166, 48, 23, 29, 15, 12, 10, 4, 8, 7, 4, 7, 6, 5, 4, 3, 6, 3, 6, 4, 6, 4, 3, 3, 6, 2, 3, 3, 1, 2, 5, 8, 2, 3, 4, 0, 5, 7, 3, 5, 3, 3, 3, 4, 8, 2, 0, 3, 7, 1, 0, 3, 2, 3, 1, 1, 1, 4, 0, 0, 0, 3, 1, 0, 1, 3, 1, 3, 1, 3, 211, 32, 27, 19, 9, 16, 8, 3, 4, 9, 10, 4, 10, 4, 4, 5, 3, 2, 4, 2, 2, 3, 4, 6, 4, 2, 1, 2, 1]","[610, 185, 73, 38, 19, 17, 10, 8, 4, 5, 5, 8, 8, 8, 4, 1, 5, 3, 4, 5, 5, 3, 5, 4, 2, 5, 2, 4, 1, 4, 2, 2, 3, 4, 1, 2, 0, 3, 1, 1, 1, 1, 0, 1, 3, 1, 4, 3, 2, 2, 4, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 187, 23, 26, 17, 14, 7, 10, 8, 9, 7, 12, 8, 3, 3, 5, 2, 4, 3, 7, 2, 2, 6, 1, 3]","[615, 185, 72, 42, 20, 16, 10, 10, 5, 7, 3, 7, 8, 9, 4, 2, 3, 3, 5, 7, 4, 3, 4, 4, 3, 7, 1, 5, 1, 3, 3, 0, 2, 0, 3, 1, 0, 2, 1, 1, 1, 2, 0, 2, 5, 2, 2, 1, 2, 2, 4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 187, 21, 24, 16, 12, 8, 8, 10, 10, 6, 6, 9, 3, 5, 5, 3, 3, 3, 6, 3, 3, 7, 1, 4]","[756, 146, 59, 38, 28, 13, 14, 11, 9, 8, 10, 15, 7, 4, 2, 5, 7, 2, 5, 4, 3, 7, 1, 4, 1, 7, 7, 1, 4, 1, 1, 2, 3, 1, 3, 4, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 4, 4, 2, 0, 1, 2, 3, 2, 2, 1, 1, 1, 2, 1, 0, 3, 0, 2, 0, 1, 2, 2, 0, 0, 1, 1, 0, 1, 0, 0, 2, 2, 1, 1, 0, 140, 28, 13, 11, 9, 5, 7, 1, 3, 4, 1, 4, 5, 5, 1, 5, 6]","[763, 148, 58, 37, 27, 13, 12, 10, 11, 9, 9, 15, 8, 4, 3, 6, 10, 5, 5, 5, 2, 7, 4, 7, 1, 4, 2, 2, 1, 0, 2, 1, 1, 2, 2, 4, 2, 1, 1, 3, 0, 2, 2, 1, 0, 3, 1, 2, 2, 3, 3, 2, 0, 0, 4, 1, 1, 0, 1, 2, 0, 1, 2, 4, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 140, 25, 13, 11, 11, 4, 5, 1, 5, 6, 1, 3, 4, 3, 2, 8, 6]","[667, 134, 64, 30, 17, 13, 12, 16, 7, 7, 4, 4, 5, 8, 2, 7, 6, 3, 7, 7, 1, 9, 2, 3, 3, 3, 2, 1, 1, 3, 2, 3, 10, 1, 4, 1, 3, 4, 4, 2, 4, 2, 3, 2, 5, 0, 1, 1, 3, 5, 1, 2, 3, 3, 3, 1, 4, 4, 1, 1, 0, 1, 0, 0, 3, 1, 0, 0, 1, 2, 1, 0, 1, 0, 2, 1, 1, 3, 151, 19, 19, 10, 12, 9, 19, 12, 13, 9, 3, 2, 6, 7, 3, 7, 5, 2, 5, 8, 3, 2]","[664, 133, 67, 31, 17, 13, 11, 17, 9, 7, 5, 3, 4, 7, 4, 7, 5, 4, 5, 9, 3, 7, 0, 4, 2, 4, 2, 3, 0, 3, 3, 3, 7, 3, 2, 2, 2, 5, 4, 0, 3, 2, 4, 4, 2, 1, 2, 1, 2, 4, 1, 3, 4, 2, 0, 0, 1, 5, 0, 1, 2, 2, 0, 2, 3, 1, 0, 0, 2, 1, 1, 0, 3, 0, 3, 0, 2, 2, 154, 23, 19, 8, 9, 12, 15, 8, 11, 8, 5, 2, 3, 7, 4, 7, 9, 2, 6, 6, 3, 2]","[628, 148, 53, 24, 14, 17, 11, 14, 14, 14, 6, 8, 6, 7, 7, 4, 4, 2, 6, 1, 4, 4, 4, 5, 2, 2, 1, 2, 4, 6, 1, 3, 1, 0, 2, 0, 3, 0, 1, 0, 0, 1, 1, 3, 2, 0, 0, 0, 1, 2, 0, 3, 1, 1, 3, 2, 0, 1, 1, 1, 0, 1, 2, 3, 0, 1, 2, 0, 1, 5, 1, 2, 246, 25, 24, 23, 10, 16, 12, 8, 7, 9, 9, 5, 6, 5, 5, 8, 2, 7, 2, 8, 2, 2, 3, 3, 5, 3, 1, 5]","[633, 151, 51, 25, 13, 16, 13, 14, 12, 15, 5, 11, 7, 6, 2, 5, 3, 4, 6, 4, 4, 3, 6, 3, 0, 4, 1, 0, 5, 3, 0, 4, 1, 1, 2, 1, 3, 1, 0, 3, 0, 0, 2, 1, 2, 2, 0, 1, 2, 0, 1, 3, 1, 0, 1, 3, 0, 1, 2, 1, 0, 1, 0, 4, 1, 1, 5, 0, 2, 2, 1, 2, 242, 25, 24, 20, 7, 17, 10, 10, 4, 11, 10, 4, 3, 5, 4, 7, 2, 8, 3, 7, 4, 4, 0, 4, 7, 4, 0, 5]","[687, 127, 50, 28, 15, 15, 12, 12, 5, 5, 5, 8, 4, 4, 8, 4, 4, 2, 5, 6, 1, 4, 4, 3, 3, 2, 4, 2, 3, 3, 1, 1, 5, 4, 0, 3, 0, 0, 4, 3, 4, 2, 2, 3, 3, 2, 2, 2, 2, 0, 2, 4, 3, 4, 4, 1, 1, 0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 1, 176, 25, 18, 9, 9, 12, 8, 9, 6, 7, 7, 6, 3, 7, 6, 6, 5, 6, 6, 3, 7, 1, 12]","[692, 127, 45, 27, 17, 15, 11, 12, 5, 6, 4, 9, 6, 5, 11, 5, 3, 3, 4, 2, 0, 5, 5, 3, 0, 3, 2, 1, 1, 4, 2, 5, 2, 4, 0, 2, 2, 1, 6, 1, 4, 2, 2, 2, 2, 2, 1, 4, 1, 2, 3, 2, 1, 1, 2, 1, 2, 1, 3, 0, 0, 0, 2, 1, 0, 1, 1, 0, 1, 1, 2, 2, 2, 1, 0, 2, 1, 177, 27, 19, 11, 9, 11, 9, 10, 6, 7, 8, 8, 1, 6, 4, 6, 6, 7, 6, 3, 4, 3, 10]","[673, 152, 67, 28, 13, 15, 6, 12, 6, 5, 6, 7, 5, 4, 5, 4, 6, 4, 6, 4, 1, 2, 8, 4, 4, 5, 2, 4, 3, 2, 3, 6, 3, 2, 4, 2, 3, 0, 3, 2, 4, 1, 2, 2, 2, 0, 1, 0, 1, 3, 0, 1, 1, 1, 2, 0, 0, 5, 0, 1, 2, 0, 3, 0, 1, 1, 1, 2, 3, 1, 0, 0, 1, 1, 5, 0, 171, 28, 27, 17, 12, 15, 10, 9, 9, 3, 6, 7, 4, 5, 4, 6, 4, 5, 2, 6, 4, 2, 4, 1]","[682, 152, 66, 28, 14, 14, 5, 11, 6, 5, 7, 9, 3, 1, 2, 3, 6, 6, 4, 5, 4, 6, 7, 4, 3, 4, 3, 2, 5, 3, 3, 4, 5, 5, 6, 2, 2, 3, 4, 0, 2, 1, 3, 2, 2, 0, 2, 1, 1, 1, 0, 4, 0, 1, 3, 0, 2, 3, 1, 0, 0, 0, 1, 0, 3, 1, 3, 2, 0, 2, 0, 1, 1, 0, 1, 1, 163, 29, 30, 13, 9, 15, 9, 12, 6, 3, 8, 5, 7, 4, 5, 5, 5, 4, 4, 5, 3, 3, 2, 1]","[550, 164, 54, 18, 18, 7, 13, 12, 10, 7, 7, 8, 4, 4, 6, 8, 11, 6, 6, 7, 6, 5, 7, 5, 2, 2, 2, 3, 4, 1, 4, 2, 5, 1, 1, 0, 1, 2, 7, 1, 4, 1, 3, 3, 3, 1, 1, 1, 2, 0, 2, 1, 3, 0, 0, 1, 2, 2, 2, 1, 3, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 1, 238, 37, 16, 16, 14, 14, 14, 6, 12, 8, 9, 7, 3, 7, 3, 4, 1, 1, 3, 1, 1, 5, 1, 2, 1, 1, 3]","[555, 163, 53, 17, 19, 7, 15, 10, 13, 6, 8, 7, 4, 2, 5, 6, 10, 6, 4, 5, 8, 4, 5, 5, 5, 3, 1, 4, 5, 0, 3, 4, 2, 2, 3, 0, 2, 2, 3, 2, 3, 1, 2, 3, 4, 2, 1, 1, 3, 1, 0, 1, 2, 1, 0, 1, 2, 0, 3, 3, 1, 2, 3, 2, 0, 1, 4, 1, 0, 0, 0, 2, 2, 232, 36, 15, 16, 13, 14, 15, 7, 11, 7, 7, 5, 5, 6, 4, 5, 3, 3, 0, 3, 2, 2, 3, 2, 0, 4, 4]","[618, 139, 61, 29, 22, 16, 16, 3, 10, 8, 7, 8, 7, 9, 6, 6, 2, 5, 6, 3, 8, 7, 4, 3, 3, 5, 4, 4, 2, 2, 3, 2, 0, 1, 1, 3, 1, 2, 0, 1, 5, 1, 1, 3, 3, 6, 3, 1, 2, 2, 4, 3, 1, 3, 2, 1, 0, 0, 1, 2, 0, 1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 192, 25, 16, 14, 14, 9, 8, 6, 11, 7, 4, 5, 6, 4, 9, 1, 4, 3, 6, 6, 4, 4, 3, 4, 1, 7]","[616, 138, 62, 28, 22, 17, 15, 3, 9, 8, 10, 8, 7, 8, 6, 7, 3, 5, 8, 6, 5, 4, 3, 4, 4, 5, 5, 4, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 3, 4, 1, 2, 1, 2, 0, 3, 2, 2, 2, 3, 2, 4, 1, 2, 0, 1, 2, 1, 0, 1, 0, 0, 2, 2, 1, 1, 3, 1, 1, 2, 0, 2, 0, 0, 190, 23, 17, 15, 14, 8, 8, 8, 10, 6, 3, 5, 3, 4, 8, 3, 6, 5, 8, 6, 4, 3, 3, 3, 2, 5]"
